   JENDL-4.0  Li-  7                                                 0 0  0    0
 3.007000+3 6.955730+0          0          0          6          1 328 1451    1
 0.000000+0 0.000000+0          0          0          0          6 328 1451    2
 1.000000+0 2.000000+7          0          0         10          4 328 1451    3
 0.000000+0 0.000000+0          0          0        183         85 328 1451    4
  3-Li-  7 JAERI      EVAL-DEC84 S.CHIBA AND K.SHIBATA             328 1451    5
 JAERI-M 88-164       DIST-MAY10                       20090827    328 1451    6
----JENDL-4.0         MATERIAL  328                                328 1451    7
-----INCIDENT NEUTRON DATA                                         328 1451    8
------ENDF-6 FORMAT                                                328 1451    9
                                                                   328 1451   10
   ===========================================================     328 1451   11
              The data were taken from JENDL-3.3.                  328 1451   12
   ===========================================================     328 1451   13
                                                                   328 1451   14
                                                                   328 1451   15
   ===========================================================     328 1451   16
   JENDL-3.2 data were automatically transformed to JENDL-3.3.     328 1451   17
    Interpolation of spectra: 22 (unit base interpolation)         328 1451   18
    (3,251) deleted, T-matrix of (4,2) deleted, and others.        328 1451   19
   ===========================================================     328 1451   20
                                                                   328 1451   21
HISTORY                                                            328 1451   22
83-12  NEWLY EVALUATED BY K.SHIBATA                                328 1451   23
84-07  DATA OF MF=4 (MT=16,91) AND MF=5 (MT=16,91) WERE REVISED.   328 1451   24
       COMMENT WAS ALSO MODIFIED.                                  328 1451   25
84-12  MODIFIED BY S. CHIBA                                        328 1451   26
       DATA OF MT=62 AND 64(MF=3,4) WERE ADDED.  DATA OF MF=4      328 1451   27
       (MT=2,51,57,16) AND MF=5 (MT=16,91) WERE MODIFIED.          328 1451   28
       PSEUDO-LEVEL REPRESENTATION WAS ADOPTED FOR THE             328 1451   29
       (N,N')ALPHA-T CONTINUUM (MT=52-56,58-61,63,65-84).          328 1451   30
       COMMENT WAS ALSO MODIFIED.                                  328 1451   31
87-02  LI7(N,NT) CROSS SECTION WAS MODIFIED.                       328 1451   32
88-02  LI7(N,N2) CROSS SECTION AND ANG. DIST. WERE MODIFIED.       328 1451   33
       LI7(N,N0) WAS ALSO MODIFIED SO AS TO GIVE THE TOTAL CROSS   328 1451   34
       SECTION WHICH IS EQUAL TO JENDL-3PR1.  THE LI7(N,N1) ANG.   328 1451   35
       DIST. WAS ALSO MODIFIED.  LI7(N,NT) CROSS SECTION WAS       328 1451   36
       FIXED TO 87-02 VERSION BY MODIFYING THE PSEUDO-LEVEL        328 1451   37
       CROSS SECTIONS. COMMENT WAS ALSO MODIFIED.                  328 1451   38
92-11 JENDL-3.2                                                    328 1451   39
      COMPILED BY T.NAKAGAWA                                       328 1451   40
                                                                   328 1451   41
     *****   MODIFIED PARTS FOR JENDL-3.2   ********************   328 1451   42
      (4,2)    NUMBER OF ELEMENTS OF TRANSFORMATION MATRIX         328 1451   43
     ***********************************************************   328 1451   44
                                                                   328 1451   45
                                                                   328 1451   46
MF=1          GENERAL INFORMATION                                  328 1451   47
  MT=451    DESCRIPTIVE DATA                                       328 1451   48
                                                                   328 1451   49
MF=2          RESONANCE PARAMETERS                                 328 1451   50
  MT=151    SCATTERING RADIUS ONLY.                                328 1451   51
                                                                   328 1451   52
MF=3          CROSS SECTIONS                                       328 1451   53
         CALCULATED 2200M/S CROSS SECTIONS AND RES. INTEGRALS      328 1451   54
                 2200 M/S (B)         RES. INTEG. (B)              328 1451   55
        TOTAL     1.015                    -                       328 1451   56
        ELASTIC   0.97                     -                       328 1451   57
        CAPTURE   0.045                  0.020                     328 1451   58
                                                                   328 1451   59
  MT=1      SIG-T                                                  328 1451   60
        BELOW 100 KEV, SIG-T = 0.97 + SIG-CAP (BARNS).             328 1451   61
        ABOVE 100 KEV, BASED ON THE EXPERIMENTAL DATA /1/-/4/.     328 1451   62
  MT=2      SIG-EL                                                 328 1451   63
        BELOW 100 KEV, SIG-EL = 0.97 (BARNS).                      328 1451   64
        ABOVE 100 KEV, SIG-EL = SIG-T - SIG-REACT.                 328 1451   65
  MT=3      NON-ELASTIC                                            328 1451   66
        SUM OF MT=4, 16, 102 AND 104.                              328 1451   67
  MT=4      TOTAL INELASTIC                                        328 1451   68
        SUM OF MT=51 TO 84.                                        328 1451   69
  MT=16     (N,2N)                                                 328 1451   70
        BASED ON THE EXPERIMENTAL DATA /5/,/6/.                    328 1451   71
  MT=51     SIG-IN    0.478 MEV                                    328 1451   72
        BASED ON THE (N,N'GAMMA) DATA OF MORGAN /7/.               328 1451   73
  MT=57     SIG-IN    4.63 MEV                                     328 1451   74
        BASED ON THE EXPERIMENTAL DATA /8/-/10/.                   328 1451   75
  MT=62     SIG-IN    6.68 MEV                                     328 1451   76
        BASED ON A COUPLED-CHANNEL CALCULATION NORMALIZED TO THE   328 1451   77
        EXPERIMENTAL DATA /13,14/. THE SYMMETRIC ROTATIONAL MODEL  328 1451   78
        WAS ASSUMED.  THE COUPLING SCHEME WAS                      328 1451   79
        3/2-(G.S.) - 1/2-(0.478) - 7/2-(4.63) - 5/2-(6.68).        328 1451   80
        THE POTENTIAL PARAMETERS WERE AS FOLLOWS;                  328 1451   81
        V= 49.6 - 0.362*EL MEV, R= 1.28 FM, A= 0.620 FM            328 1451   82
        WS= -13.2 + 1.88*EL MEV, RI= 1.34 FM, AI= 0.104 FM         328 1451   83
        VSO= 5.500 MEV, RSO=1.150 FM, ASO=0.50 FM                  328 1451   84
        BETA(2)= 0.952,                                            328 1451   85
        WHERE EL MEANS LABORATORY INCIDENT ENERGY IN MEV.          328 1451   86
  MT=64     SIG-IN    7.467 MEV                                    328 1451   87
        ASSUMED TO HAVE THE SAME EXCITATION FUNCTION AS MT=53,     328 1451   88
        NORMALIZED TO THE EXPERIMENTAL DATA /13,14/.               328 1451   89
  MT=52-56,58-61,63,65-84, (N,N')ALPHA-T CONTINUUM                 328 1451   90
        REPRESENTED BY PSEUDO-LEVELS, BINNED IN 0.5 MEV INTERVALS. 328 1451   91
        THE CROSS SECTION WAS OBTAINED BY SUBTRACTING THE          328 1451   92
        CONTRIBUTION OF MT=57,62 AND 64 FROM THE (N,N')ALPHA-T     328 1451   93
        CROSS SECTION (MT=205). THE CROSS SECTION FOR EACH LEVEL   328 1451   94
        WAS CALCULATED BY THE 3-BODY PHASE-SPACE DISTRIBUTION WITH 328 1451   95
        A CORRECTION OF THE COULOMB INTERACTION IN THE FINAL       328 1451   96
        STATE.                                                     328 1451   97
  MT=102    CAPTURE                                                328 1451   98
        1/V NORMALIZED TO THE THERMAL MEASUREMENT /15/.            328 1451   99
  MT=104    (N,D)                                                  328 1451  100
        THE (N,D) CROSS SECTION WAS CALCULATED WITH DWBA.          328 1451  101
        NORMALIZATION WAS TAKEN SO THAT THE CALCULATED CROSS       328 1451  102
        SECTION MIGHT BE CONSISTENT WITH THE ACTIVATION DATA /16/. 328 1451  103
  MT=205    (N,N')ALPHA-T                                          328 1451  104
        BASED ON THE EXPERIMENTAL DATA /17/-/22/.                  328 1451  105
  MT=251    MU-BAR                                                 328 1451  106
        CALCULATED FROM THE DATA IN FILE4.                         328 1451  107
                                                                   328 1451  108
MF=4          ANGULAR DISTRIBUTIONS OF SECONDARY NEUTRONS          328 1451  109
  MT=2                                                             328 1451  110
        BELOW 4 MEV, AN R-MATRIX CALCULATION WITH THE PARAMETERS   328 1451  111
        OF KNOX AND LANE/23/.                                      328 1451  112
        BETWEEN 4 MEV AND 14 MEV, BASED ON THE EXPERIMENTAL        328 1451  113
        DATA /8/,/24/.                                             328 1451  114
        ABOVE 15 MEV, THE COUPLED-CHANNEL CALCULATION.             328 1451  115
  MT=16                                                            328 1451  116
        BASED ON THE EXPERIMENTAL DATA /13/ AT 14.2 MEV.           328 1451  117
        ANGULAR DISTRIBUTIONS ARE GIVEN IN THE LABORATORY SYSTEM.  328 1451  118
  MT=51                                                            328 1451  119
        BELOW  4 MEV, THE R-MATRIX CALCULATION.                    328 1451  120
        4 TO 10 MEV, EVALUATION OF LISKIEN/25/ WAS ADOPTED.        328 1451  121
        ABOVE 10 MEV, THE COUPLED-CHANNEL CALCULATION.             328 1451  122
  MT=57                                                            328 1451  123
        BELOW 8 MEV, THE R-MATRIX CALCULATION.                     328 1451  124
        BETWEEN 8 MEV AND 14 MEV, BASED ON THE EXPERIMENTAL        328 1451  125
        DATA /10/-/12/.                                            328 1451  126
        ABOVE 15 MEV, THE COUPLED-CHANNEL CALCULATION.             328 1451  127
  MT=62                                                            328 1451  128
        AT THE THRESHOLD, AN ISOTROPIC DISTRIBUTION WAS ASSUMED.   328 1451  129
        ABOVE 10 MEV, THE COUPLED-CHANNEL CALCULATION.             328 1451  130
  MT=64                                                            328 1451  131
        ISOTROPIC DISTRIBUTIONS WERE ASSUMED IN THE CENTER-OF-MASS 328 1451  132
        SYSTEM.                                                    328 1451  133
  MT=52-56,58-61,63,65-84                                          328 1451  134
        EXPERIMENTAL DATA/13/ WERE ADOPTED.                        328 1451  135
                                                                   328 1451  136
MF=5          ENERGY DISTRIBUTION OF SECONDARY NEUTRONS            328 1451  137
  MT=16                                                            328 1451  138
        THE EVAPORATION MODEL WAS ASSUMED, WITH THE TEMPERATURE    328 1451  139
        DEDUCED EXPERIMENTALLY/13/ AT 14.2 MEV. THE TEMPERATURE    328 1451  140
        WAS EXTRAPOLATED AS                                        328 1451  141
        T = 0.229*SQRT(EL) MEV,                                    328 1451  142
        WHERE EL MEANS LABORATORY INCIDENT ENERGY IN MEV.          328 1451  143
                                                                   328 1451  144
MF=12         PHOTON-PRODUCTION MULTIPLICITIES                     328 1451  145
  MT=51                                                            328 1451  146
        M=1.0                                                      328 1451  147
  MT=102                                                           328 1451  148
        MULTIPLICITIES WERE OBTAINED FROM REF./26/.                328 1451  149
                                                                   328 1451  150
MF=14         PHOTON ANGULAR DISTRIBUTIONS                         328 1451  151
  MT=51                                                            328 1451  152
        ISOTROPIC                                                  328 1451  153
  MT=102                                                           328 1451  154
        ASSUMED TO BE ISOTROPIC.                                   328 1451  155
                                                                   328 1451  156
REFERENCES                                                         328 1451  157
 1) MEADOWS J.W. AND WHALEN J.F.: NUCL. SCI. ENG. 41 (1970) 351.   328 1451  158
 2) FOSTER, JR. D.G. AND GLASGOW D.W.: PHYS. REV. C3 (1971) 576.   328 1451  159
 3) GOULDING C.A. ET AL.: USNDC-3 (1972), P.161.                   328 1451  160
 4) LAMAZE G.P. ET AL.: BULL. AM. PHYS. SOC. 24 (1979) 862.        328 1451  161
 5) MATHER D.S. AND PAIN L.F.: AWRE-O-47/69 (1969).                328 1451  162
 6) ASHBY V.J. ET AL.: PHYS. REV. 129 (1963) 1771.                 328 1451  163
 7) MORGAN G.L.: ORNL/TM-6247 (1978).                              328 1451  164
 8) HOGUE H.H. ET AL.: NUCL. SCI. ENG. 69 (1979) 22.               328 1451  165
 9) BABA M. ET AL.: PROC. INT. CONF. NUCLEAR CROSS SECTIONS        328 1451  166
    FOR TECHNOLOGY, KNOXVILLE, 1979, (1980) P.143.                 328 1451  167
10) LISOWSKI P.W. ET AL.: LA-8342 (1980).                          328 1451  168
11) SCHMIDT D. ET AL.: NUCL. SCI. ENG. 96 (1987) 159.              328 1451  169
12) CHIBA S. ET AL.: J. NUCL. SCI. TECHNOL. 25 (1988) 210.         328 1451  170
13) CHIBA S. ET AL.: J. NUCL. SCI. TECHNOL. 22 (1985) 771.         328 1451  171
14) TAKAHASHI A. ET AL.: PRIVATE COMMUNICATION.                    328 1451  172
15) JURNEY E.T.: USNDC-9 (1973), P.109.                            328 1451  173
16) BATTAT M.E. AND RIBE F.L.: PHYS. REV. 89 (1953) 80.            328 1451  174
17) SMITH D.L. ET AL.: NUCL. SCI. ENG. 78 (1981) 359.              328 1451  175
18) LISKIEN H. ET AL.: PROC. INT. CONF. NUCLEAR DATA FOR           328 1451  176
    SCIENCE AND TECHNOLOGY, ANTWERP 1982, (1983) P.349.            328 1451  177
19) SMITH D.L. ET AL.: ANL/NDM-87 (1984).                          328 1451  178
20) TAKAHASHI A. ET AL.: PROC. 13TH SYMP. FUSION TECH., VARESE,    328 1451  179
    ITALY (1984).                                                  328 1451  180
21) GOLDBERG E. ET AL.: NUCL. SCI. ENG. 91, 173 (1985).            328 1451  181
22) MAEKAWA H. ET AL.: JAERI-M 86-125, P.130 (1986).               328 1451  182
23) KNOX H.D. AND LANE R.O.: NUCL. PHYS. A359 (1981) 131.          328 1451  183
24) KNOX H.D. ET AL.: NUCL. SCI. ENG. 69 (1979) 223.               328 1451  184
25) LISKIEN H.: PRIVATE COMMUNICATION.                             328 1451  185
26) AJZENBERG-SELOVE F. AND LAURITSEN T.: NUCL. PHYS. A227(1974)1. 328 1451  186
                                                                   328 1451  187
                                1        451        272          1 328 1451  188
                                2        151          4          0 328 1451  189
                                3          1        240          0 328 1451  190
                                3          2        240          0 328 1451  191
                                3          3        178          0 328 1451  192
                                3          4        135          0 328 1451  193
                                3         16         14          0 328 1451  194
                                3         51         30          0 328 1451  195
                                3         52        122          0 328 1451  196
                                3         53        104          0 328 1451  197
                                3         54        100          0 328 1451  198
                                3         55         97          0 328 1451  199
                                3         56         95          0 328 1451  200
                                3         57         16          0 328 1451  201
                                3         58         90          0 328 1451  202
                                3         59         85          0 328 1451  203
                                3         60         81          0 328 1451  204
                                3         61         76          0 328 1451  205
                                3         62         11          0 328 1451  206
                                3         63         72          0 328 1451  207
                                3         64         10          0 328 1451  208
                                3         65         69          0 328 1451  209
                                3         66         66          0 328 1451  210
                                3         67         63          0 328 1451  211
                                3         68         60          0 328 1451  212
                                3         69         58          0 328 1451  213
                                3         70         51          0 328 1451  214
                                3         71         46          0 328 1451  215
                                3         72         43          0 328 1451  216
                                3         73         39          0 328 1451  217
                                3         74         36          0 328 1451  218
                                3         75         34          0 328 1451  219
                                3         76         32          0 328 1451  220
                                3         77         29          0 328 1451  221
                                3         78         27          0 328 1451  222
                                3         79         24          0 328 1451  223
                                3         80         22          0 328 1451  224
                                3         81         20          0 328 1451  225
                                3         82         17          0 328 1451  226
                                3         83         14          0 328 1451  227
                                3         84         10          0 328 1451  228
                                3        102          8          0 328 1451  229
                                3        104          8          0 328 1451  230
                                3        205         10          0 328 1451  231
                                4          2        124          0 328 1451  232
                                4         16         10          0 328 1451  233
                                4         51         58          0 328 1451  234
                                4         52         10          0 328 1451  235
                                4         53         10          0 328 1451  236
                                4         54         10          0 328 1451  237
                                4         55         10          0 328 1451  238
                                4         56         10          0 328 1451  239
                                4         57         26          0 328 1451  240
                                4         58         10          0 328 1451  241
                                4         59         10          0 328 1451  242
                                4         60         10          0 328 1451  243
                                4         61         10          0 328 1451  244
                                4         62         28          0 328 1451  245
                                4         63         10          0 328 1451  246
                                4         64          8          0 328 1451  247
                                4         65         10          0 328 1451  248
                                4         66         10          0 328 1451  249
                                4         67         10          0 328 1451  250
                                4         68         10          0 328 1451  251
                                4         69         10          0 328 1451  252
                                4         70         10          0 328 1451  253
                                4         71         10          0 328 1451  254
                                4         72         10          0 328 1451  255
                                4         73         10          0 328 1451  256
                                4         74         10          0 328 1451  257
                                4         75          8          0 328 1451  258
                                4         76          8          0 328 1451  259
                                4         77          8          0 328 1451  260
                                4         78          8          0 328 1451  261
                                4         79          8          0 328 1451  262
                                4         80          8          0 328 1451  263
                                4         81          8          0 328 1451  264
                                4         82          8          0 328 1451  265
                                4         83          8          0 328 1451  266
                                4         84          8          0 328 1451  267
                                5         16          7          0 328 1451  268
                               12         51          4          0 328 1451  269
                               12        102         13          0 328 1451  270
                               14         51          1          0 328 1451  271
                               14        102          1          0 328 1451  272
                                                                   328 1  099999
                                                                   328 0  0    0
 3.007000+3 6.955730+0          0          0          1          0 328 2151    1
 3.007000+3 1.000000+0          0          0          1          0 328 2151    2
 1.000000-5 1.000000+5          0          0          0          0 328 2151    3
 1.500000+0 3.700000-1          0          0          0          0 328 2151    4
                                                                   328 2  099999
                                                                   328 0  0    0
 3.007000+3 6.955730+0          0          0          0          0 328 3  1    1
 0.000000+0 0.000000+0          0          0          2        711 328 3  1    2
        103          5        711          2          0          0 328 3  1    3
 1.000000-5 3.253580+0 1.131920-5 3.141100+0 1.281250-5 3.032500+0 328 3  1    4
 1.562500-5 2.866360+0 1.822170-5 2.743930+0 2.125000-5 2.626730+0 328 3  1    5
 2.687500-5 2.457300+0 3.250000-5 2.328220+0 4.375000-5 2.139780+0 328 3  1    6
 5.500000-5 2.005170+0 6.625000-5 1.901970+0 7.750000-5 1.819130+0 328 3  1    7
 1.000000-4 1.692130+0 1.281250-4 1.630440+0 1.562500-4 1.582670+0 328 3  1    8
 2.125000-4 1.511400+0 2.687500-4 1.459150+0 3.250000-4 1.418180+0 328 3  1    9
 4.375000-4 1.356390+0 5.500000-4 1.310670+0 6.625000-4 1.274620+0 328 3  1   10
 7.750000-4 1.245020+0 1.000000-3 1.198360+0 1.281250-3 1.180490+0 328 3  1   11
 1.562500-3 1.166370+0 2.125000-3 1.144820+0 2.687500-3 1.128640+0 328 3  1   12
 3.250000-3 1.115710+0 4.375000-3 1.095780+0 5.500000-3 1.080680+0 328 3  1   13
 6.625000-3 1.068560+0 7.750000-3 1.058440+0 1.000000-2 1.042210+0 328 3  1   14
 1.382500-2 1.032780+0 1.765000-2 1.025720+0 2.147500-2 1.020080+0 328 3  1   15
 2.530000-2 1.015400+0 3.463750-2 1.010200+0 4.397500-2 1.006260+0 328 3  1   16
 5.331250-2 1.003100+0 6.265000-2 1.000460+0 8.132500-2 9.961970-1 328 3  1   17
 1.000000-1 9.928360-1 1.281250-1 9.911430-1 1.562500-1 9.897900-1 328 3  1   18
 2.125000-1 9.876970-1 2.687500-1 9.861020-1 3.250000-1 9.848120-1 328 3  1   19
 4.375000-1 9.827990-1 5.500000-1 9.812510-1 6.625000-1 9.799950-1 328 3  1   20
 7.750000-1 9.789380-1 1.000000+0 9.772210-1 1.281250+0 9.766890-1 328 3  1   21
 1.562500+0 9.762620-1 2.125000+0 9.756020-1 2.687500+0 9.750980-1 328 3  1   22
 3.250000+0 9.746910-1 4.375000+0 9.740530-1 5.500000+0 9.735630-1 328 3  1   23
 6.625000+0 9.731650-1 7.750000+0 9.728290-1 1.000000+1 9.722840-1 328 3  1   24
 1.281250+1 9.721150-1 1.562500+1 9.719810-1 2.125000+1 9.717730-1 328 3  1   25
 2.687500+1 9.716130-1 3.250000+1 9.714840-1 4.375000+1 9.712830-1 328 3  1   26
