   JENDL-4.0  Cr- 50                                                 0 0  0    0
 2.405000+4 4.951700+1          1          0          6          12425 1451    1
 0.000000+0 0.000000+0          0          0          0          62425 1451    2
 1.000000+0 2.000000+7          0          0         10          42425 1451    3
 0.000000+0 0.000000+0          0          0        253        1072425 1451    4
 24-Cr- 50 JAEA       EVAL-Dec09 N.Iwamoto                        2425 1451    5
                      DIST-MAY10                       20100311   2425 1451    6
----JENDL-4.0         MATERIAL 2425                               2425 1451    7
-----INCIDENT NEUTRON DATA                                        2425 1451    8
------ENDF-6 FORMAT                                               2425 1451    9
                                                                  2425 1451   10
History                                                           2425 1451   11
09-12 The data above the resolved resonance region were evaluated 2425 1451   12
      and compiled by N.Iwamoto.                                  2425 1451   13
                                                                  2425 1451   14
MF= 1 General information                                         2425 1451   15
  MT=451 Descriptive data and directory                           2425 1451   16
                                                                  2425 1451   17
MF= 2  Resonance parameters                                       2425 1451   18
  MT=151 Resolved and unresolved resonance parameters             2425 1451   19
    Resolved parameters for Reich-Moore formula were given in the 2425 1451   20
      energy region below 600 keV.  Evaluation was based on the   2425 1451   21
      experimental data of Stieglitz+71/1/, Beer+74/2/,           2425 1451   22
      Allen+77/3/, Kenny+77/4/ and Brusegan+86/5/. Effective      2425 1451   23
      scattering radius =5.0 fm /6/.                              2425 1451   24
                                                                  2425 1451   25
      Thermal cross sections and resonance integrals at 300 K     2425 1451   26
      ----------------------------------------------------------  2425 1451   27
                       0.0253 eV           res. integ. (*)        2425 1451   28
                        (barn)               (barn)               2425 1451   29
      ----------------------------------------------------------  2425 1451   30
       Total           1.7785e+01                                 2425 1451   31
       Elastic         2.4051e+00                                 2425 1451   32
       n,gamma         1.5380e+01           7.2276e+00            2425 1451   33
      ----------------------------------------------------------  2425 1451   34
         (*) Integrated from 0.5 eV to 10 MeV.                    2425 1451   35
                                                                  2425 1451   36
MF= 3 Neutron cross sections                                      2425 1451   37
  MT=  1 Total cross section                                      2425 1451   38
    Sum of partial cross sections.                                2425 1451   39
                                                                  2425 1451   40
  MT=  2 Elastic scattering cross section                         2425 1451   41
    Obtained by subtracting non-elastic scattering cross sections 2425 1451   42
      from total cross section.                                   2425 1451   43
                                                                  2425 1451   44
  MT=  4 (n,n') cross section                                     2425 1451   45
    Calculated with CCONE code /7/.                               2425 1451   46
                                                                  2425 1451   47
  MT= 16 (n,2n) cross section                                     2425 1451   48
    Calculated with CCONE code /7/.                               2425 1451   49
                                                                  2425 1451   50
  MT= 22 (n,na) cross section                                     2425 1451   51
    Calculated with CCONE code /7/.                               2425 1451   52
                                                                  2425 1451   53
  MT= 28 (n,np) cross section                                     2425 1451   54
    Calculated with CCONE code /7/.                               2425 1451   55
                                                                  2425 1451   56
  MT= 44 (n,n2p) cross section                                    2425 1451   57
    Calculated with CCONE code /7/.                               2425 1451   58
                                                                  2425 1451   59
  MT= 51-91 (n,n') cross section                                  2425 1451   60
    Calculated with CCONE code /7/.                               2425 1451   61
                                                                  2425 1451   62
  MT=102 Capture cross section                                    2425 1451   63
    Calculated with CCONE code /7/.                               2425 1451   64
                                                                  2425 1451   65
  MT=103 (n,p) cross section                                      2425 1451   66
    Calculated with CCONE code /7/.                               2425 1451   67
                                                                  2425 1451   68
  MT=104 (n,d) cross section                                      2425 1451   69
    Calculated with CCONE code /7/.                               2425 1451   70
                                                                  2425 1451   71
  MT=105 (n,t) cross section                                      2425 1451   72
    Calculated with CCONE code /7/.                               2425 1451   73
                                                                  2425 1451   74
  MT=106 (n,He3) cross section                                    2425 1451   75
    Calculated with CCONE code /7/.                               2425 1451   76
                                                                  2425 1451   77
  MT=107 (n,a) cross section                                      2425 1451   78
    Calculated with CCONE code /7/.                               2425 1451   79
                                                                  2425 1451   80
  MT=108 (n,2a) cross section                                     2425 1451   81
    Calculated with CCONE code /7/.                               2425 1451   82
                                                                  2425 1451   83
  MT=111 (n,2p) cross section                                     2425 1451   84
    Calculated with CCONE code /7/.                               2425 1451   85
                                                                  2425 1451   86
  MT=112 (n,pa) cross section                                     2425 1451   87
    Calculated with CCONE code /7/.                               2425 1451   88
                                                                  2425 1451   89
  MT=115 (n,pd) cross section                                     2425 1451   90
    Calculated with CCONE code /7/.                               2425 1451   91
                                                                  2425 1451   92
